ann_id,image_id,src_label_raw,defect_type,iso_code,polygon_json,bbox_x1_px,bbox_y1_px,bbox_x2_px,bbox_y2_px,area_px,major_axis_px,minor_axis_px,equiv_diameter_px,major_axis_mm,equiv_diameter_mm,geom_valid,geom_flags
aihub71761:data/raw/aihub71761/RT/ST/w00439_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00439_f0.png,기공,porosity,2011,"[[901.3,548.5],[897.92,552.54],[889.3,546.77],[891.09,534.88],[896.9,535.04],[897.68,533.47],[904.21,539.5]]",889,533,905,553,185.66,18.07,13.91,15.38,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00440_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00440_f0.png,기공,porosity,2011,"[[931.76,550.25],[884.62,561.88],[884.91,559.23],[873.3,529.38],[890.59,512.83],[903.24,502.39],[919.59,511.87],[925.89,524.72]]",873,502,932,562,2226.68,53.30,52.18,53.25,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00441_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00441_f0.png,융합불량,lack_of_fusion,401,"[[895.26,506.61],[898.31,508.42],[864.23,534.54],[829.11,531.53],[824.48,503.35],[822.18,469.78],[852.6,456.12]]",822,456,899,535,3841.18,76.98,68.98,69.93,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00441_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00441_f0.png,기공,porosity,2011,"[[169.74,476.64],[168.38,473.22],[166.93,471.87],[163.81,466.93],[167.06,460.45],[172.16,458.53],[181.0,463.79],[182.28,464.22],[182.62,464.75],[182.99,466.5]]",163,458,183,477,192.75,17.51,14.49,15.67,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00444_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00444_f0.png,기공,porosity,2011,"[[84.55,119.35],[69.61,130.79],[36.2,131.76],[34.95,128.57],[34.84,121.8],[23.29,115.36],[20.04,83.83],[52.94,55.97],[88.86,67.92],[88.89,74.92],[91.74,81.33]]",20,55,92,132,4096.07,75.27,71.74,72.22,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00445_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00445_f0.png,균열,crack,100,"[[717.51,316.81],[702.49,299.88],[707.54,278.74],[713.33,281.38],[715.51,275.04],[729.05,274.87]]",702,274,730,317,633.38,43.50,19.71,28.40,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00445_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00445_f0.png,융합불량,lack_of_fusion,401,"[[491.25,330.4],[476.78,346.81],[451.13,357.5],[443.67,360.89],[405.0,316.59],[468.59,290.23]]",405,290,492,361,3385.48,73.97,55.90,65.65,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00446_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00446_f0.png,기공,porosity,2011,"[[98.0,453.79],[95.11,452.01],[87.09,450.8],[68.73,425.0],[67.38,416.87],[85.68,402.09],[87.87,400.89],[88.85,404.18],[107.94,408.87],[108.52,410.84]]",67,400,109,454,1319.70,48.97,38.52,40.99,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00447_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00447_f0.png,기공,porosity,2011,"[[549.0,487.68],[515.21,500.37],[515.33,496.11],[492.69,483.54],[480.1,445.64],[488.03,422.66],[518.55,404.63],[524.34,404.92]]",480,404,549,501,4155.48,90.80,54.03,72.74,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00448_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00448_f0.png,기공,porosity,2011,"[[1043.81,396.01],[1034.6,403.4],[1025.15,403.01],[1014.61,394.89],[1016.71,390.23],[1016.01,388.91],[1014.17,384.29],[1047.02,377.21]]",1014,377,1048,404,589.55,35.41,22.99,27.40,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00449_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00449_f0.png,기공,porosity,2011,"[[951.1,122.54],[933.8,130.16],[923.03,122.63],[919.97,115.33],[916.66,112.41],[937.51,100.08],[939.01,98.9],[942.87,98.13],[949.51,104.21]]",916,98,952,131,691.37,32.35,26.49,29.67,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00450_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00450_f0.png,기공,porosity,2011,"[[1039.03,323.94],[993.51,335.84],[992.41,321.73],[994.73,311.82],[992.62,305.93],[995.71,307.63],[1007.68,301.27]]",992,301,1040,336,902.68,47.05,29.86,33.90,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00452_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00452_f0.png,기공,porosity,2011,"[[543.19,599.24],[539.3,606.15],[518.13,596.77],[519.71,586.27],[533.01,575.93],[541.63,583.15],[544.81,585.86]]",518,575,545,607,519.73,26.72,25.08,25.72,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00453_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00453_f0.png,기공,porosity,2011,"[[1165.92,264.26],[1123.96,246.17],[1121.42,247.53],[1108.53,209.61],[1135.3,186.86],[1185.68,206.02],[1193.42,208.09]]",1108,186,1194,265,3970.90,78.93,62.25,71.10,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00454_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00454_f0.png,기공,porosity,2011,"[[884.28,156.56],[826.77,126.88],[825.54,120.2],[838.23,104.35],[875.92,70.55],[884.79,78.26],[892.68,79.75],[905.61,96.09],[913.72,98.73],[914.86,103.62]]",825,70,915,157,4234.20,73.78,69.05,73.42,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00454_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00454_f0.png,슬래그혼입,slag_inclusion,301,"[[359.2,389.17],[361.24,391.14],[362.65,401.06],[320.29,426.19],[301.34,354.73],[344.02,349.12],[367.42,367.61],[365.28,368.85],[359.87,376.72]]",301,349,368,427,3221.41,73.93,60.57,64.04,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00460_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00460_f0.png,기공,porosity,2011,"[[1135.48,450.02],[1072.69,456.51],[1069.42,453.36],[1103.94,391.62],[1119.08,396.34],[1129.19,395.45],[1144.79,426.64]]",1069,391,1145,457,3064.99,80.87,56.03,62.47,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00461_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00461_f0.png,기공,porosity,2011,"[[685.85,79.87],[660.05,82.97],[660.56,79.7],[661.07,73.48],[663.95,71.11],[671.85,65.32],[679.66,67.2],[681.77,71.96]]",660,65,686,83,298.95,25.99,16.12,19.51,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00462_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00462_f0.png,기공,porosity,2011,"[[441.27,541.66],[452.74,515.61],[458.25,512.14],[461.17,515.15],[467.93,517.65],[476.83,528.77]]",441,512,477,542,490.07,37.82,21.97,24.98,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00465_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00465_f0.png,융합불량,lack_of_fusion,401,"[[708.05,381.72],[694.47,392.15],[693.35,391.27],[672.42,360.86],[693.99,345.58],[696.13,344.98],[715.49,363.15]]",672,344,716,393,1122.70,38.28,34.32,37.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00467_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00467_f0.png,기공,porosity,2011,"[[483.21,672.13],[464.87,695.51],[458.4,690.89],[455.24,687.01],[437.84,659.46],[480.37,652.78],[486.36,653.71],[490.38,662.13],[490.61,663.48]]",437,652,491,696,1244.39,44.91,44.09,39.80,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00468_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00468_f0.png,기공,porosity,2011,"[[481.63,618.69],[478.75,620.5],[478.77,620.82],[478.18,620.05],[474.6,618.66],[473.1,612.16],[473.81,611.54],[479.37,611.56]]",473,611,482,621,53.67,10.34,6.69,8.27,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00469_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00469_f0.png,슬래그혼입,slag_inclusion,301,"[[746.75,466.95],[746.68,467.57],[744.6,469.75],[740.22,471.45],[735.23,469.11],[735.97,467.61],[734.64,467.37],[734.52,461.84],[750.36,459.01],[749.01,459.87],[748.94,460.16]]",734,459,751,472,120.87,16.95,10.46,12.41,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00470_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00470_f0.png,기공,porosity,2011,"[[558.69,460.36],[553.63,485.47],[533.77,492.84],[532.45,489.6],[483.92,475.55],[528.27,405.69],[546.79,423.08]]",483,405,559,493,3702.97,82.75,64.17,68.66,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00471_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00471_f0.png,기공,porosity,2011,"[[308.81,508.12],[310.51,512.17],[284.59,518.2],[281.97,527.76],[244.37,491.95],[245.5,489.17],[255.69,459.39],[261.09,456.9]]",244,456,311,528,2140.50,75.99,36.13,52.21,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00472_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00472_f0.png,융합불량,lack_of_fusion,401,"[[1022.7,237.32],[1014.15,241.73],[1010.95,235.36],[1008.88,235.71],[994.99,230.75],[985.9,217.9],[983.57,217.86],[983.44,213.97],[986.38,194.23],[1023.38,192.26],[1032.0,202.89]]",983,192,1032,242,1707.01,50.17,46.30,46.62,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00472_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00472_f1.png,융합불량,lack_of_fusion,401,"[[154.21,689.44],[130.58,687.53],[93.67,683.96],[92.99,676.68],[88.37,662.92],[98.06,622.02],[103.14,621.43],[98.93,614.65],[118.9,608.5],[126.75,611.38]]",88,608,155,690,3493.45,88.90,55.29,66.69,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00472_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00472_f2.png,융합불량,lack_of_fusion,401,"[[324.5,462.1],[245.14,434.05],[253.95,419.19],[247.82,399.11],[273.45,382.39],[295.03,378.29],[305.39,387.17]]",245,378,325,463,4006.28,89.85,69.97,71.42,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00472_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00472_f3.png,융합불량,lack_of_fusion,401,"[[953.61,361.75],[945.52,366.58],[945.26,366.63],[945.17,366.63],[941.58,364.61],[938.9,356.18],[952.64,352.51]]",938,352,954,367,137.73,14.22,11.76,13.24,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00473_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00473_f0.png,융합불량,lack_of_fusion,401,"[[625.24,393.6],[624.53,392.94],[630.29,393.93],[631.42,383.07],[638.92,383.62],[665.68,393.92]]",630,383,666,394,218.30,35.36,10.58,16.67,,,True,self_intersect;multipart_largest_kept
aihub71761:data/raw/aihub71761/RT/ST/w00473_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00473_f0.png,기공,porosity,2011,"[[537.67,250.62],[530.72,262.12],[527.44,261.51],[513.34,265.95],[501.68,252.36],[514.29,235.86],[531.3,236.87]]",501,235,538,266,729.41,34.01,29.00,30.47,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00474_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00474_f0.png,기공,porosity,2011,"[[217.3,346.01],[216.43,346.38],[212.9,345.77],[210.54,345.01],[214.22,336.59],[219.86,338.86]]",210,336,220,347,55.68,9.19,6.64,8.42,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00475_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00475_f0.png,융합불량,lack_of_fusion,401,"[[656.54,446.88],[641.53,431.4],[643.64,391.96],[675.28,368.66],[689.49,368.46],[710.66,384.6],[724.03,398.36]]",641,368,725,447,3770.00,86.27,52.57,69.28,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00476_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00476_f0.png,슬래그혼입,slag_inclusion,301,"[[1087.51,238.76],[1058.82,242.02],[1053.56,239.31],[1049.33,231.74],[1040.9,212.19],[1057.09,194.38],[1080.1,187.09],[1082.34,183.68],[1094.62,194.38],[1104.31,190.81],[1106.3,202.46]]",1040,183,1107,243,2501.29,66.73,52.73,56.43,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00477_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00477_f0.png,기공,porosity,2011,"[[558.8,289.03],[554.74,285.82],[516.85,247.55],[523.63,244.63],[526.97,230.51],[542.67,222.36],[543.19,211.86],[596.58,222.97],[598.51,230.44],[604.55,237.59],[595.68,247.0]]",516,211,605,290,3716.51,74.77,62.95,68.79,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00478_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00478_f0.png,균열,crack,100,"[[900.32,46.06],[900.76,47.18],[894.91,52.7],[889.92,51.48],[888.67,49.49],[887.76,45.37],[894.83,38.83],[895.06,40.28],[895.84,40.18]]",887,38,901,53,106.53,12.19,10.24,11.65,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00480_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00480_f0.png,기공,porosity,2011,"[[170.5,240.66],[172.33,243.39],[167.57,241.75],[162.11,246.95],[156.49,249.69],[141.54,235.33],[140.77,233.18],[147.88,222.61],[149.08,220.1],[169.09,226.11],[170.93,231.02]]",140,220,173,250,577.90,32.90,25.73,27.13,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00480_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00480_f1.png,기공,porosity,2011,"[[876.22,42.91],[867.5,50.62],[855.97,42.76],[850.82,36.83],[867.74,21.89],[874.42,23.59],[883.06,34.21]]",850,21,884,51,516.45,26.52,21.38,25.64,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00480_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00480_f2.png,기공,porosity,2011,"[[629.88,360.31],[626.8,380.33],[608.49,372.73],[582.27,385.07],[559.01,326.29],[556.57,307.98],[586.56,284.75],[634.77,306.47]]",556,284,635,386,5507.47,99.30,77.92,83.74,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00480_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00480_f3.png,기공,porosity,2011,"[[115.19,172.64],[101.83,189.49],[77.45,177.89],[75.26,174.87],[81.35,160.67],[90.36,147.0]]",75,147,116,190,907.56,35.39,32.23,33.99,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00481_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00481_f0.png,균열,crack,100,"[[205.85,98.66],[199.91,102.34],[195.95,104.57],[188.59,105.26],[184.23,107.96],[182.27,111.6],[166.3,99.37],[164.74,98.66],[160.64,94.38],[149.39,73.66],[151.6,69.47]]",149,69,206,112,920.15,61.60,22.57,34.23,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00481_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00481_f0.png,기공,porosity,2011,"[[62.07,447.28],[52.7,450.59],[55.08,456.1],[27.92,437.22],[31.08,427.76],[31.26,423.91],[38.2,420.39],[46.06,414.83],[46.88,415.91],[67.38,436.37]]",27,414,68,457,873.01,38.64,28.74,33.34,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00483_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00483_f0.png,기공,porosity,2011,"[[1171.84,468.41],[1170.35,466.89],[1161.27,460.71],[1151.59,453.99],[1147.97,448.45],[1146.75,447.98],[1163.31,424.4],[1165.55,426.62],[1188.18,433.62],[1190.83,442.74]]",1146,424,1191,469,1095.62,37.82,33.06,37.35,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00484_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00484_f0.png,기공,porosity,2011,"[[939.81,404.8],[939.43,405.58],[938.35,406.37],[935.29,410.15],[930.99,410.29],[926.03,402.58],[926.51,402.56],[930.22,397.71],[936.9,399.08],[937.72,400.77]]",926,397,940,411,112.79,13.21,11.04,11.98,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00484_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00484_f1.png,기공,porosity,2011,"[[598.24,613.19],[595.95,631.19],[581.55,635.89],[559.96,641.89],[530.86,606.41],[598.2,600.17],[604.63,601.83]]",530,600,605,642,1896.20,73.88,38.01,49.14,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00484_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00484_f2.png,기공,porosity,2011,"[[413.7,669.68],[406.88,684.46],[338.27,676.12],[344.57,666.6],[343.83,661.54],[345.26,647.73],[370.22,627.49],[391.59,629.61]]",338,627,414,685,2907.52,74.10,52.60,60.84,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00484_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00484_f3.png,기공,porosity,2011,"[[767.07,173.64],[764.88,176.63],[754.66,174.69],[754.15,166.91],[763.85,163.58],[765.6,161.63],[765.74,162.77],[768.16,164.62],[769.48,165.63]]",754,161,770,177,150.47,14.87,14.82,13.84,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00485_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00485_f0.png,기공,porosity,2011,"[[182.09,96.94],[173.63,108.83],[170.32,114.06],[127.75,71.72],[136.45,56.26],[148.44,53.93],[150.51,51.57],[153.27,44.06],[190.73,76.6]]",127,44,191,115,2224.88,63.47,41.66,53.22,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00485_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00485_f1.png,기공,porosity,2011,"[[748.1,452.88],[687.37,473.53],[661.37,435.8],[657.7,428.63],[692.63,391.92],[706.13,382.59],[714.01,392.07]]",657,382,749,474,4524.78,81.84,67.30,75.90,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00486_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00486_f0.png,기공,porosity,2011,"[[944.0,147.15],[942.63,147.56],[930.17,146.59],[926.75,135.42],[941.27,128.38],[941.56,129.03]]",926,128,944,148,227.22,19.19,15.53,17.01,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00487_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00487_f0.png,기공,porosity,2011,"[[1072.23,620.01],[1064.74,629.76],[1059.96,632.14],[1059.12,633.45],[1047.29,636.3],[1046.54,629.0],[1045.6,628.1],[1040.15,600.08],[1042.83,600.89],[1047.66,598.35],[1048.99,598.04]]",1040,598,1073,637,695.76,37.13,27.71,29.76,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00488_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00488_f0.png,기공,porosity,2011,"[[580.64,684.3],[563.35,680.84],[536.41,667.42],[530.72,665.16],[531.55,654.06],[524.63,648.91],[557.14,622.65],[562.15,619.2],[580.15,619.55],[581.84,619.45]]",524,619,582,685,2521.19,64.86,56.66,56.66,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00488_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00488_f1.png,기공,porosity,2011,"[[345.07,211.05],[288.9,243.18],[268.65,234.42],[269.73,232.0],[266.14,207.72],[286.66,175.05],[291.97,172.2],[346.37,176.68],[342.79,191.5]]",266,172,347,244,3991.61,78.94,70.99,71.29,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00488_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00488_f2.png,기공,porosity,2011,"[[1076.58,499.92],[1061.7,487.01],[1055.68,476.82],[1063.4,450.25],[1063.97,448.63],[1061.63,445.24],[1102.77,432.83],[1119.43,444.17]]",1055,432,1120,500,2314.86,70.31,45.18,54.29,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00489_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00489_f0.png,기공,porosity,2011,"[[325.5,472.58],[321.25,492.49],[319.98,500.78],[284.18,513.38],[260.27,492.1],[279.35,430.73],[299.43,435.0],[318.19,459.47]]",260,430,326,514,3562.98,79.37,59.59,67.35,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00491_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00491_f0.png,기공,porosity,2011,"[[772.68,100.78],[740.9,102.73],[742.8,101.05],[745.12,88.51],[752.76,79.25],[758.22,83.89],[767.4,83.24]]",740,79,773,103,481.14,31.84,22.71,24.75,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00492_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00492_f0.png,기공,porosity,2011,"[[733.54,358.78],[729.34,361.69],[704.82,349.41],[701.14,346.58],[704.87,335.92],[711.05,327.43],[720.05,324.11],[728.12,321.83],[731.93,323.36],[745.03,333.98],[741.88,341.25]]",701,321,746,362,1098.73,35.87,35.43,37.40,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00492_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00492_f1.png,기공,porosity,2011,"[[1108.53,436.57],[1092.54,437.23],[1085.04,439.51],[1069.46,400.42],[1083.09,390.19],[1099.45,385.07],[1112.03,382.96],[1122.03,396.92]]",1069,382,1123,440,1982.98,52.50,50.13,50.25,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00492_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00492_f2.png,기공,porosity,2011,"[[939.83,453.24],[910.34,464.84],[892.17,459.38],[886.33,443.34],[901.55,421.96],[902.45,422.1],[912.13,416.62],[912.18,414.71],[932.9,416.73],[937.93,422.95]]",886,414,940,465,1966.73,55.92,45.98,50.04,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00492_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00492_f3.png,기공,porosity,2011,"[[426.94,372.5],[421.3,378.52],[407.79,382.52],[402.56,375.7],[381.76,352.69],[408.06,322.33],[425.96,336.77]]",381,322,427,383,1693.70,47.12,46.48,46.44,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00493_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00493_f0.png,융합불량,lack_of_fusion,401,"[[619.35,292.03],[618.94,294.14],[620.58,300.79],[611.98,311.69],[589.51,324.53],[561.57,314.31],[573.82,250.74],[576.37,243.55],[592.07,248.69],[617.06,251.9]]",561,243,621,325,3505.61,77.03,55.39,66.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00494_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00494_f0.png,기공,porosity,2011,"[[1048.17,511.25],[1047.42,514.58],[1031.07,529.16],[1031.02,526.85],[1016.67,521.86],[1015.99,506.8],[1048.44,505.15]]",1015,505,1049,530,536.22,32.58,23.10,26.13,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00495_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00495_f0.png,기공,porosity,2011,"[[1114.44,498.58],[1096.61,521.99],[1071.8,521.98],[1071.13,522.94],[1056.75,512.16],[1052.06,495.68],[1075.26,456.59],[1082.92,458.57],[1085.56,458.86],[1109.95,487.95]]",1052,456,1115,523,2681.12,59.93,56.54,58.43,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00496_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00496_f0.png,기공,porosity,2011,"[[366.79,706.49],[363.13,711.23],[359.27,714.67],[358.07,713.22],[354.16,713.04],[352.54,705.44],[351.37,703.85],[357.74,700.25],[361.26,699.66],[366.04,702.95]]",351,699,367,715,148.21,14.30,14.24,13.74,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00497_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00497_f0.png,기공,porosity,2011,"[[832.23,246.49],[827.48,259.54],[810.79,276.29],[807.5,278.41],[784.66,286.58],[759.36,265.08],[750.21,271.02],[742.94,258.22],[811.14,206.22]]",742,206,833,287,3781.70,87.74,55.51,69.39,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00498_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00498_f0.png,기공,porosity,2011,"[[138.95,234.45],[113.13,242.01],[112.82,254.48],[99.55,241.74],[72.71,240.48],[65.6,239.84],[61.06,223.0],[98.85,150.42],[126.72,156.49],[141.15,163.89],[140.51,182.66]]",61,150,142,255,5542.19,97.71,77.79,84.00,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00499_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00499_f0.png,기공,porosity,2011,"[[295.4,203.05],[247.45,202.93],[233.54,174.71],[239.79,163.46],[248.76,147.2],[293.81,150.44]]",233,147,296,204,2924.40,61.93,55.73,61.02,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00501_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00501_f0.png,기공,porosity,2011,"[[722.15,417.48],[667.65,434.8],[643.66,419.38],[645.65,365.28],[654.18,366.22],[661.8,356.97],[687.82,353.89],[714.45,363.21],[727.4,360.36],[741.59,382.97],[741.19,383.59]]",643,353,742,435,5838.56,96.53,81.60,86.22,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00501_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00501_f1.png,기공,porosity,2011,"[[955.18,141.41],[948.11,138.26],[942.59,138.79],[940.32,134.29],[931.2,118.41],[929.84,117.4],[941.25,107.51],[944.43,101.13]]",929,101,956,142,457.40,41.69,18.29,24.13,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00501_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00501_f2.png,기공,porosity,2011,"[[210.6,377.91],[206.46,380.44],[204.79,379.51],[204.67,387.12],[167.25,369.76],[172.2,358.19],[170.06,347.46],[191.31,339.73],[192.19,342.3]]",167,339,211,388,1133.91,51.01,35.02,38.00,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00504_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00504_f0.png,기공,porosity,2011,"[[621.14,347.28],[605.81,368.28],[584.41,365.08],[584.09,356.45],[578.61,352.29],[580.46,349.62],[576.13,337.04],[577.44,336.09],[580.88,329.87],[598.75,326.3],[614.99,339.17]]",576,326,622,369,1262.78,42.78,39.78,40.10,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00505_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00505_f0.png,슬래그혼입,slag_inclusion,301,"[[569.97,232.52],[569.62,232.6],[565.08,214.69],[572.73,206.16],[581.26,212.05],[582.24,211.64]]",565,206,583,233,220.64,24.46,13.25,16.76,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00505_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00505_f1.png,슬래그혼입,slag_inclusion,301,"[[548.81,183.14],[521.85,150.36],[516.97,141.66],[572.77,90.96],[598.86,112.22],[597.99,114.24],[601.56,116.78],[599.73,126.16]]",516,90,602,184,3850.74,84.73,52.11,70.02,,,True,
